"","treatment","predator_treatment","replicate","treat_inter","time_point","max_abundance","mean_length_um","mean_width_um","mean_area_sqrd_um","mean_speed","max_length","mean_roundness","mean_speed_norm"
"105","15","prey",5,"15.prey",17,8,258.914040812593,106.758394315102,20959.294759593,0.974183045375094,291.708038101604,2.85151529649708,0.220509971175114
"106","15","prey",5,"15.prey",18,7,228.840090277502,94.3348467279685,16308.5206180614,0.802190906892861,262.396200980392,2.83475434288062,-0.161307674113807
"107","15","prey",5,"15.prey",19,7,213.844948958702,88.9321847511043,14272.6119262868,0.655089520315412,255.199598930481,3.03264311994787,-0.482381037579584
"108","15","prey",5,"15.prey",20,13,256.505166762663,104.620126547716,19837.9037697382,0.952128351397979,285.17316942402,2.80388684416085,0.158322732529388
"109","15","prey",5,"15.prey",21,13,253.937474359017,93.7321826593825,17749.4306096769,1.02299987564609,282.194362745098,3.06528387473283,0.330418921715767
"110","15","prey",5,"15.prey",22,13,256.695077434235,96.3989798081668,18090.4638933562,0.981702121552814,292.644658304498,3.09633011365698,0.230483008737735
"111","15","prey",5,"15.prey",23,11,236.303579711892,103.891107363023,18161.3205587993,0.696075637517997,278.033238636364,2.66745560731371,-0.390927141998522
"112","15","prey",5,"15.prey",24,10,244.200091138841,106.891268564832,19436.3408787924,0.582743970445065,282.446884674923,2.7107883142486,-0.653909334522711
"113","15","prey",6,"15.prey",0,17,245.308841371097,77.6274567075051,14101.2361725937,1.69013184475906,274.337323835784,3.68208691144384,1.91684008309324
"114","15","prey",6,"15.prey",1,19,257.697369292208,91.4317737004407,17582.7501648515,1.51422919005433,290.840181425831,3.38827100205243,1.45815148619908
"115","15","prey",6,"15.prey",2,18,243.716103575089,88.3745845028292,15874.0765545419,1.13663513390267,281.765012254902,3.2957281072716,0.583528901179094
"116","15","prey",6,"15.prey",3,18,248.180268934694,83.896855236891,15559.9371389461,1.08993818912527,271.108421104929,3.28487761629115,0.471586147286509
"117","15","prey",6,"15.prey",4,17,250.533587586165,95.2968578800558,18016.1754238192,1.09796621998897,292.741222426471,3.20101953869077,0.500574574421883
"118","15","prey",6,"15.prey",5,16,261.602421820866,91.1264927986472,17863.666931517,1.191378902425,297.572249455338,3.3945193289201,0.698089149030359
"119","15","prey",6,"15.prey",6,17,255.394324764873,92.4065409301269,17755.7573484122,1.27581030718604,288.597225935829,3.29102106627376,0.908484550985416
"120","15","prey",6,"15.prey",7,17,261.526539152672,96.2402839545778,18985.6557255046,1.28411704123468,296.001495943205,3.23363212213472,0.942086331621014
"121","15","prey",6,"15.prey",8,13,257.112432732541,86.2443881674235,16530.1249452649,1.2525257225676,292.254126521298,3.50113130544355,0.868926678987993
"122","15","prey",6,"15.prey",10,17,232.340883561164,79.7988879120836,13781.8243574965,1.07769090825141,268.607911764706,3.42622452748364,0.456197872716906
"123","15","prey",6,"15.prey",11,17,241.913600297089,88.6789089180786,16161.1447065028,1.16836885602429,272.633383951407,3.17223975863658,0.640576621647943
"124","15","prey",6,"15.prey",12,17,230.955384418459,88.6540971315359,15150.7918713044,0.947802338415177,272.557859848485,3.17650606085827,0.166306128517996
"125","15","prey",6,"15.prey",13,13,243.887134254282,91.5694341143846,16800.2407774345,0.909326695218391,278.383297125669,3.12595189488966,0.0784015987205163
"126","15","prey",6,"15.prey",14,10,240.467874895627,77.5166000889521,13872.1471928612,1.17197289313895,268.637224264706,3.45635011672563,0.630982343710723
"127","15","prey",6,"15.prey",15,10,237.584018817798,90.6803929854904,16080.6893213823,1.0698985179939,275.211162173203,3.04794490194758,0.418975107854099
"128","15","prey",6,"15.prey",16,10,235.69237549729,87.6363658932204,15567.7163942103,0.93543940750564,263.593428308824,3.05000195780534,0.124059497432096
"129","15","prey",6,"15.prey",17,8,243.955273427553,90.6704791396579,15955.0392603916,1.01136757284194,278.402642463235,3.09108750113952,0.317027250910695
"130","15","prey",6,"15.prey",18,10,234.239951160085,89.3871199833336,15422.1472121888,0.746630168988249,268.662816584967,3.06079617979473,-0.306419973386573
"131","15","prey",6,"15.prey",19,10,238.78073898701,89.6434025603763,16023.4393779556,0.839887847231685,273.033884803922,3.12572308640999,-0.0863129650978828
"132","15","prey",6,"15.prey",20,9,269.61042912026,106.604270378732,21731.4771258948,1.09523005281904,302.133639705882,2.87539437877453,0.490509422815776
"133","15","prey",6,"15.prey",21,12,248.683225829908,100.965188960442,19091.9200558285,0.74236631666667,281.906502757353,2.88839039110602,-0.291282826357497
"134","15","prey",6,"15.prey",22,14,246.265687807101,97.7319369100736,17843.3740461109,0.923989668558979,290.634429065744,3.05175909344277,0.0907044360158292
"135","15","prey",6,"15.prey",23,17,261.006053472441,96.8914549097427,18887.2671082477,0.9895509781535,289.925340413943,3.00847752151338,0.239900218740826
"136","15","prey",6,"15.prey",24,9,254.335192593587,98.5778896271871,18705.98856397,0.867513885053652,284.947610294118,2.9185722467331,-0.0289195831518983
"137","15","prey",7,"15.prey",0,17,251.86669540717,79.9480766325776,14791.4566196885,1.59290470852315,272.967580678105,3.48549824370697,1.61119507694482
"138","15","prey",7,"15.prey",1,21,268.367397217983,91.1558247762033,17904.1663132037,1.53411688739588,304.051731811146,3.48588474699878,1.44873474227753
"139","15","prey",7,"15.prey",2,22,245.201853915123,82.4517606283743,14943.7263624291,1.27665646670723,277.980972022955,3.51303085809421,0.876747184992309
"140","15","prey",7,"15.prey",3,22,238.408934388356,87.411231950623,15480.1712381155,0.978479139058443,266.080649870242,3.14453008085868,0.227926430244028
"141","15","prey",7,"15.prey",4,22,237.567297913685,85.9460280850286,15470.7226720004,1.0481278222881,270.180849913495,3.25761378675755,0.395550313770883
"142","15","prey",7,"15.prey",5,21,250.119159861525,87.6370458106297,16326.566086626,1.17271055551561,284.984101621418,3.37677850298716,0.667942120448576
"143","15","prey",7,"15.prey",6,20,257.452615853092,89.4524594297846,17322.3147224392,1.25320905336662,289.208361185383,3.31475661735144,0.813509286160536
"144","15","prey",7,"15.prey",7,20,251.012886370321,86.91511183603,16269.0649961156,1.29975264226215,290.415384127789,3.44805183777678,0.926418366699162
"145","15","prey",7,"15.prey",8,17,241.14708179636,87.5342054053647,15637.6664497044,1.0090365277856,272.682169117647,3.20931614076495,0.284652819585928
"146","15","prey",7,"15.prey",9,19,242.409096953666,89.9809581804198,16274.1768117622,1.05217859975539,271.134729822161,3.17386684210198,0.376451294852843
"147","15","prey",7,"15.prey",10,17,254.246157759779,95.9221783764997,18475.0237511472,1.01614589240218,288.758565027573,3.15240058117383,0.321160334573458
"148","15","prey",7,"15.prey",11,17,253.473589524552,86.0601831668285,16328.0358710939,1.05430668572936,288.538426187783,3.41996309731605,0.382902150400503
"149","15","prey",7,"15.prey",12,21,253.109160506973,92.3923101064531,17438.9581091178,1.14883537674365,284.865543300653,3.18576042278856,0.605850363446951
"150","15","prey",7,"15.prey",13,19,238.005694396146,88.0035796769071,15881.0832208587,0.696052912504815,265.239047987616,3.11927651776024,-0.407585708770716
"151","15","prey",7,"15.prey",14,12,242.001491265516,87.4050819165529,15964.8925067837,0.925530449463185,289.579285990712,3.32857519293928,0.109278882262219
"152","15","prey",7,"15.prey",15,10,239.715376364705,93.1181912232278,16816.2111765241,0.812740919750023,271.490625,3.03329619845789,-0.139843271054836
"153","15","prey",7,"15.prey",16,7,241.534069923969,93.5476733538326,16839.9518252203,0.769196286572765,276.962591911765,3.01876814842276,-0.22677271040269
"154","15","prey",7,"15.prey",17,9,219.314023695798,84.7927843016073,13475.7637289411,0.557423867740177,256.183529411765,3.10973832957274,-0.703406539273312
"155","15","prey",7,"15.prey",18,5,249.019145286311,109.67881279523,20613.963802327,0.67565618477214,282.947977941176,2.67433334821077,-0.440069394039758
"156","15","prey",7,"15.prey",19,13,263.761687893017,99.3041922324363,19693.5084198358,1.10687801942604,299.367381535948,3.09476974182141,0.475032758903248
"157","15","prey",7,"15.prey",20,12,253.082976817207,88.103697820428,16390.0486564884,1.17170021023885,285.504499680307,3.30718687326946,0.68029241964044
"158","15","prey",7,"15.prey",21,14,246.830944888389,99.1565855645372,18169.8431023583,0.743275179063691,287.078492647059,2.893751116849,-0.288613419040918
"159","15","prey",7,"15.prey",22,14,261.074095632439,103.710374968736,20158.7322479878,0.948408799329163,290.938674872123,2.86584748722696,0.165013780256677
"160","15","prey",7,"15.prey",23,16,249.688641491291,98.7050454927716,18421.7347424986,0.88294161511772,283.427994791667,2.93815660059155,-0.0111947662676141
"161","15","prey",7,"15.prey",24,11,247.19940189014,110.871921172001,20649.8294118237,0.630953124694746,285.971604102167,2.57652817335526,-0.531368099129048
"162","15","prey",8,"15.prey",0,21,254.211901974909,88.7519584388381,16567.4478032452,1.47577112963064,290.276498868778,3.43954398811263,1.31866806778114
"163","15","prey",8,"15.prey",1,21,244.935988690379,84.2005837720658,15356.1284539408,1.46864299241503,284.52508355615,3.59282656642557,1.30095245423458
"164","15","prey",8,"15.prey",2,18,249.532970191708,90.1204686234395,16726.1459001277,1.28314959141963,286.972857306985,3.32167706196958,0.888466745672323
"165","15","prey",8,"15.prey",3,18,240.757969770648,88.6308544124578,15787.6107289365,0.903157558478196,273.244431678922,3.17275959107211,0.0595714189696489
"166","15","prey",8,"15.prey",4,15,239.421266712665,96.4468379871273,16953.2768298888,1.00214010973573,273.385287047511,3.03361288387732,0.291419102411182
"167","15","prey",8,"15.prey",5,16,256.078601872567,84.4059363121737,16058.2644941882,1.40832855488068,295.864855664488,3.59078297027504,1.20976635460933
"168","15","prey",8,"15.prey",6,18,236.360323546066,83.2240801669758,14665.592547997,1.14723057415162,269.148366798643,3.34698052059838,0.599490730551978
"169","15","prey",8,"15.prey",7,15,234.190305980346,83.2179504180738,14534.6407881583,1.13562750415218,264.403714767157,3.24916263229113,0.574433718449808
"170","15","prey",8,"15.prey",8,19,238.086824031693,85.9907987456546,15405.0771234914,0.859473083247432,270.167830882353,3.20584358976415,-0.0329922306750295
"171","15","prey",8,"15.prey",9,17,235.77088157694,84.9449952966419,14954.8465239926,0.829935928771342,273.033748328877,3.32098590645485,-0.0998560772493547
"172","15","prey",8,"15.prey",10,17,228.983445113518,86.7762346473045,14920.2956750915,0.934616524862582,259.171699168798,3.05335104429452,0.14480708212373
"173","15","prey",8,"15.prey",11,15,232.15677542696,81.8577507739712,14136.2543281568,0.935319198812839,261.564522058824,3.24863655084215,0.141824200593891
"174","15","prey",8,"15.prey",12,15,220.722253652285,79.774324003235,13193.5878308494,0.964149818616876,253.692095588235,3.20714744323617,0.196770702966931
"175","15","prey",8,"15.prey",13,13,220.270194905588,81.2929126867432,13488.4952015725,0.804888244091426,253.818198529412,3.17462796791412,-0.168249896520723
"176","15","prey",8,"15.prey",14,11,215.831845448491,83.3978522728798,13151.8644432775,0.685745960908883,247.615735294118,3.05839312283563,-0.41829199865395
"177","15","prey",8,"15.prey",15,11,227.920204918855,84.4646299722215,14364.6323752477,0.591921466399231,256.578952205882,3.05759242919338,-0.619572589608833
"178","15","prey",8,"15.prey",16,6,212.640383477319,87.4485746768224,14080.5596494388,0.530606748330277,256.040012254902,3.03310464300419,-0.760067766500278
"179","15","prey",8,"15.prey",17,5,226.938986778969,94.962461528789,16061.902886201,0.673584490478916,260.136856617647,2.8203541989522,-0.456855586087115
"180","15","prey",8,"15.prey",18,6,251.289874049283,95.6931640685996,18454.0607179857,0.806587259270221,281.197549019608,3.00902775645516,-0.13402866033782
"181","15","prey",8,"15.prey",19,12,260.788260642415,96.6677867096426,18855.5667668419,1.12760315963861,301.822585784314,3.2350338432046,0.543576096698955
"182","15","prey",8,"15.prey",20,17,251.915315784514,101.214013404147,19259.6066579494,0.963601459712341,285.299977941177,2.85858282565267,0.195913079816831
"183","15","prey",8,"15.prey",21,17,239.218146013248,92.1624615041367,16725.8456814348,0.754612849081771,273.339903846154,3.01729973305899,-0.263236361736124
"184","15","prey",8,"15.prey",22,15,250.981148554021,101.313089219187,19192.3421108381,0.77871478966344,288.496507352941,2.92046825165279,-0.217071539528865
"185","15","prey",8,"15.prey",23,14,251.030488720171,96.7426229104443,18226.8397676144,0.821606280786184,285.589588903743,3.02710685842772,-0.116024053179383
"186","15","prey",8,"15.prey",24,16,236.828625226741,100.514948200836,18062.2882744963,0.686818550618077,268.513861655773,2.72581206264628,-0.411901738772483
