 Frame  ID  CentroidX  CentroidY  Width  Length  Area  Angle  Box_TLX  Box_TLY  Box_BRX  Box_BRY  Box_W  Box_H  rBox_TLX  rBox_TLY  rBox_TRX  rBox_TRY  rBox_BRX  rBox_BRY  rBox_BLX  rBox_BLY  lBox_TLX  lBox_TLY  lBox_BRX  lBox_BRY  Label   HOMver   NONpro   PARcau
    29   0        723       2710  4.243  10.000  25.5 39.806      719     2706      727     2715      8      9       718      2713       724      2705       727      2708       721      2716       694      2681       752      2740 PARcau 0.000084 0.008700 0.991216
    30   0        723       2710  4.243  10.000  24.5 39.806      719     2706      727     2715      8      9       718      2713       724      2705       727      2708       721      2716       694      2681       752      2740 PARcau 0.000059 0.005445 0.994496
    31   0        724       2709  6.000   7.000  27.0  0.000      721     2706      728     2714      7      8       721      2706       727      2706       727      2713       721      2713       696      2681       753      2739 PARcau 0.000238 0.011376 0.988386
    32   0        724       2708  4.610   8.902  22.5 36.870      721     2704      728     2713      7      9       720      2710       726      2703       729      2706       724      2713       696      2679       753      2738 PARcau 0.000530 0.026404 0.973066
    33   0        725       2708  5.148   7.382  19.5 26.565      722     2704      729     2713      7      9       725      2703       729      2705       726      2712       721      2709       697      2679       754      2738 PARcau 0.001938 0.012326 0.985735
    34   0        725       2708  4.243   7.071  16.5 45.000      722     2705      729     2712      7      7       721      2709       726      2704       729      2707       724      2712       697      2680       754      2737 PARcau 0.001123 0.006989 0.991889
    95   0        752       2711  4.000   6.000  18.5 90.000      750     2709      757     2714      7      5       750      2709       756      2709       756      2713       750      2713       725      2684       782      2739 PARcau 0.030536 0.000838 0.968625
    96   0        752       2710  4.472   6.708  21.5 63.435      749     2708      757     2714      8      6       748      2710       754      2707       756      2711       750      2714       724      2683       782      2739 PARcau 0.429999 0.000024 0.569977
    97   0        751       2710  4.000   6.000  16.5 90.000      749     2708      756     2713      7      5       749      2708       755      2708       755      2712       749      2712       724      2683       781      2738 PARcau 0.021983 0.000047 0.977970
    98   0        750       2709  4.472   8.544  19.0 68.199      746     2707      755     2713      9      6       745      2709       753      2706       755      2710       747      2713       721      2682       780      2738 PARcau 0.000721 0.000005 0.999274
   123   0        744       2690  5.657   9.899  36.5 45.000      741     2686      749     2695      8      9       739      2691       746      2684       750      2688       743      2695       716      2661       774      2720 PARcau 0.000504 0.000006 0.999489
   132   0        750       2687  6.708   8.944  22.0 26.565      746     2684      755     2692      9      8       748      2681       754      2684       750      2692       744      2689       721      2659       780      2717 PARcau 0.002652 0.000810 0.996539
