 Frame  ID  CentroidX  CentroidY  Width  Length  Area  Angle  Box_TLX  Box_TLY  Box_BRX  Box_BRY  Box_W  Box_H  rBox_TLX  rBox_TLY  rBox_TRX  rBox_TRY  rBox_BRX  rBox_BRY  rBox_BLX  rBox_BLY  lBox_TLX  lBox_TLY  lBox_BRX  lBox_BRY  Label   HOMver       NONpro   PARcau
    59   0        931        433  3.000  11.000  17.5 90.000      926      432      938      436     12      4       926       432       937       432       937       435       926       435       901       407       963       461 PARcau 0.918620 2.303400e-05 0.081357
    61   0        929        433  3.000  11.000  18.0 90.000      924      432      936      436     12      4       924       432       935       432       935       435       924       435       899       407       961       461 PARcau 0.858462 2.859293e-05 0.141510
    63   0        926        433  3.000  10.000  19.5 90.000      922      432      933      436     11      4       922       432       932       432       932       435       922       435       897       407       958       461 PARcau 0.929321 3.647635e-05 0.070643
    64   0        924        433  3.640  10.112  16.5 81.870      920      432      931      437     11      5       919       432       929       431       930       434       920       436       895       407       956       462 PARcau 0.110203 1.369329e-06 0.889796
    75   0        884        460  5.657  19.799  80.0 45.000      879      451      893      468     14     17       876       464       890       450       894       454       880       468       854       426       918       493 PARcau 0.683681 2.873641e-08 0.316319
    76   0        882        462  5.701  15.700  59.0 36.870      878      455      889      470     11     15       875       466       885       454       889       457       880       470       853       430       914       495 PARcau 0.070971 7.650319e-09 0.929029
    77   0        882        462  5.701  15.700  58.0 36.870      878      455      889      470     11     15       875       466       885       454       889       457       880       470       853       430       914       495 PARcau 0.731295 4.161559e-06 0.268701
    78   0        881        464  5.701  14.300  54.5 36.870      877      457      887      471     10     14       875       467       883       456       888       459       879       471       852       432       912       496 PARcau 0.516125 1.757293e-06 0.483873
    79   0        880        465  5.657  12.728  43.5 45.000      877      459      885      471      8     12       874       467       883       458       887       462       878       471       852       434       910       496 PARcau 0.442359 4.944031e-06 0.557636
    80   0        879        466  5.590  14.327  35.5 30.964      876      459      885      472      9     13       874       470       881       457       886       460       879       472       851       434       910       497 PARcau 0.467258 2.276415e-04 0.532515
    81   0        879        466  4.272  10.308  31.5 21.801      876      462      884      473      8     11       879       461       883       463       879       472       875       471       851       437       909       498 PARcau 0.814035 5.836935e-06 0.185960
    82   0        879        467  4.031   7.826  22.0 26.565      877      464      883      473      6      9       879       463       882       465       879       472       875       470       852       439       908       498 PARcau 0.987343 9.624782e-06 0.012648
    87   0        888        446  4.000   7.000  18.5  0.000      887      443      892      451      5      8       887       443       891       443       891       450       887       450       862       418       917       476 PARcau 0.986628 5.944859e-06 0.013366
    88   0        888        446  5.000   6.000  21.5 90.000      886      444      892      451      6      7       886       444       891       444       891       450       886       450       861       419       917       476 PARcau 0.770768 1.982132e-04 0.229034
    89   0        887        446  4.000   6.000  22.5 90.000      886      444      891      451      5      7       886       444       890       444       890       450       886       450       861       419       916       476 PARcau 0.181797 3.212936e-03 0.814990
    90   0        886        446  6.000   8.000  25.5 90.000      884      442      891      451      7      9       884       442       890       442       890       450       884       450       859       417       916       476 PARcau 0.899488 8.464897e-06 0.100503
    91   0        886        445  5.408  10.062  29.5 63.435      883      441      891      451      8     10       886       439       891       448       886       451       882       442       858       416       916       476 PARcau 0.986776 1.832266e-03 0.011392
    92   0        885        445  4.301  10.124  26.5 56.310      882      441      890      451      8     10       885       439       890       448       887       450       881       442       857       416       915       476 PARcau 0.993553 1.784745e-06 0.006445
    93   0        885        444  4.717   9.862  28.0 60.255      882      441      890      451      8     10       885       439       890       448       886       450       881       442       857       416       915       476 PARcau 0.956097 2.988781e-05 0.043873
    94   0        885        445  4.472   9.434  26.0 60.255      882      441      889      451      7     10       885       440       890       448       886       450       881       442       857       416       914       476 PARcau 0.989686 3.586416e-05 0.010278
    95   0        885        445  4.243   8.485  17.5 45.000      882      442      889      450      7      8       884       440       890       446       887       449       881       443       857       417       914       475 PARcau 0.999567 5.933321e-06 0.000427
