 Frame  ID  CentroidX  CentroidY  Width  Length  Area  Angle  Box_TLX  Box_TLY  Box_BRX  Box_BRY  Box_W  Box_H  rBox_TLX  rBox_TLY  rBox_TRX  rBox_TRY  rBox_BRX  rBox_BRY  rBox_BLX  rBox_BLY  lBox_TLX  lBox_TLY  lBox_BRX  lBox_BRY  Label   HOMver   NONpro   PARcau
    27   0        549       2445  3.162   8.944  18.5 26.565      546     2443      555     2449      9      6       546      2442       554      2446       553      2449       545      2445       521      2418       580      2474 PARcau 0.370868 0.064979 0.564153
    28   0        551       2445  4.610   9.124  22.0  9.462      546     2443      556     2449     10      6       546      2442       555      2444       554      2448       545      2447       521      2418       581      2474 PARcau 0.788383 0.010386 0.201232
    29   0        550       2445  4.000   9.000  23.5 90.000      546     2444      556     2449     10      5       546      2444       555      2444       555      2448       546      2448       521      2419       581      2474 PARcau 0.858123 0.009067 0.132809
    30   0        551       2446  4.123   9.055  19.5 11.310      547     2443      557     2449     10      6       547      2443       556      2444       555      2448       546      2447       522      2418       582      2474 PARcau 0.536448 0.062765 0.400788
    44   0        566       2453  5.831  14.422  44.5 33.690      560     2448      573     2459     13     11       560      2446       572      2454       569      2459       557      2451       535      2423       598      2484 PARcau 0.002950 0.001197 0.995853
    45   0        567       2454  5.657  10.630  38.5 45.000      563     2450      573     2459     10      9       565      2448       572      2456       568      2460       561      2452       538      2425       598      2484 PARcau 0.000610 0.000043 0.999346
    46   0        568       2454  5.000   9.434  26.5 56.310      564     2450      573     2459      9      9       567      2448       572      2456       568      2459       563      2451       539      2425       598      2484 PARcau 0.056921 0.044370 0.898709
    59   1       1144       2194  4.243   7.071  21.5 45.000     1141     2192     1149     2198      8      6      1143      2190      1148      2195      1145      2198      1140      2193      1116      2167      1174      2223 PARcau 0.017537 0.341100 0.641362
    60   1       1144       2195  4.472   7.616  16.5 26.565     1141     2192     1150     2198      9      6      1142      2191      1149      2194      1147      2198      1140      2195      1116      2167      1175      2223 PARcau 0.025273 0.954960 0.019767
    61   1       1145       2195  3.000   8.000  19.5 90.000     1141     2194     1150     2198      9      4      1141      2194      1149      2194      1149      2197      1141      2197      1116      2169      1175      2223 PARcau 0.024806 0.409469 0.565725
    62   1       1145       2196  4.000   9.000  27.0 90.000     1141     2194     1151     2199     10      5      1141      2194      1150      2194      1150      2198      1141      2198      1116      2169      1176      2224 PARcau 0.028537 0.300882 0.670581
    63   1       1145       2196  4.000   9.000  24.5 90.000     1141     2194     1151     2199     10      5      1141      2194      1150      2194      1150      2198      1141      2198      1116      2169      1176      2224 PARcau 0.332505 0.484355 0.183140
    64   1       1146       2196  4.000   9.000  18.0 90.000     1141     2194     1151     2199     10      5      1141      2194      1150      2194      1150      2198      1141      2198      1116      2169      1176      2224 PARcau 0.097787 0.716782 0.185431
