 Frame  ID  CentroidX  CentroidY  Width  Length  Area  Angle  Box_TLX  Box_TLY  Box_BRX  Box_BRY  Box_W  Box_H  rBox_TLX  rBox_TLY  rBox_TRX  rBox_TRY  rBox_BRX  rBox_BRY  rBox_BLX  rBox_BLY  lBox_TLX  lBox_TLY  lBox_BRX  lBox_BRY  Label   HOMver       NONpro   PARcau
    28   0       4160        571  2.828   7.810  16.0 38.660     4158      567     4164      575      6      8      4157       572      4162       566      4164       568      4159       574      4133       542      4189       600 PARcau 0.968056 2.048056e-04 0.031740
    29   0       4161        570  3.808   8.276  17.0 26.565     4159      567     4165      575      6      8      4161       566      4164       567      4161       575      4157       573      4134       542      4190       600 PARcau 0.933461 1.005572e-03 0.065533
    30   0       4163        568  3.640  15.977  27.5 19.983     4160      560     4169      575      9     15      4159       573      4164       558      4168       559      4162       574      4135       535      4194       600 PARcau 0.965668 7.257612e-05 0.034260
    31   0       4163        568  3.808  15.508  27.0 20.556     4160      560     4169      575      9     15      4159       573      4164       558      4168       560      4162       574      4135       535      4194       600 PARcau 0.974182 1.767532e-04 0.025641
    32   0       4163        568  4.472  14.560  30.5 18.435     4160      561     4168      575      8     14      4163       559      4167       561      4163       575      4159       573      4135       536      4193       600 PARcau 0.996286 8.043991e-10 0.003714
    33   0       4163        569  3.354  17.007  31.5 24.444     4160      560     4169      577      9     17      4159       574      4166       559      4169       560      4162       576      4135       535      4194       602 PARcau 0.855984 1.136371e-04 0.143903
    34   0       4164        568  4.123  15.811  33.0 16.699     4161      561     4169      577      8     16      4159       575      4164       560      4168       561      4163       576      4136       536      4194       602 PARcau 0.940390 4.555903e-05 0.059564
    34   1       5119       1694  3.000   9.000  17.0 90.000     5118     1689     5122     1699      4     10      5118      1689      5121      1689      5121      1698      5118      1698      5093      1664      5147      1724 PARcau 0.999982 2.079035e-08 0.000018
    35   0       4164        569  4.272  16.286  46.0 18.435     4161      561     4169      577      8     16      4160       575      4165       560      4169       561      4164       577      4136       536      4194       602 PARcau 0.900638 7.519797e-03 0.091842
    35   1       5119       1694  5.099  10.198  32.5 78.690     5117     1689     5123     1700      6     11      5115      1689      5120      1688      5122      1698      5117      1699      5092      1664      5148      1725 PARcau 0.997459 9.549436e-07 0.002540
    36   0       4165        569  4.123  15.811  42.5 18.435     4162      561     4169      577      7     16      4160       575      4165       560      4169       561      4164       576      4137       536      4194       602 PARcau 0.500764 4.247843e-03 0.494988
    36   1       5119       1695  5.000  12.000  44.0 90.000     5117     1690     5123     1703      6     13      5117      1690      5122      1690      5122      1702      5117      1702      5092      1665      5148      1728 PARcau 0.992279 5.528978e-09 0.007721
    37   0       4165        570  5.099  17.263  46.5 10.305     4162      561     4170      579      8     18      4164       560      4169       561      4166       578      4161       577      4137       536      4195       604 PARcau 0.545041 2.459069e-02 0.430368
