 Frame  ID  CentroidX  CentroidY  Width  Length  Area  Angle  Box_TLX  Box_TLY  Box_BRX  Box_BRY  Box_W  Box_H  rBox_TLX  rBox_TLY  rBox_TRX  rBox_TRY  rBox_BRX  rBox_BRY  rBox_BLX  rBox_BLY  lBox_TLX  lBox_TLY  lBox_BRX  lBox_BRY  Label   HOMver       NONpro   PARcau
    93   0        877        401  3.000  11.000  16.5  0.000      876      395      880      407      4     12       876       395       879       395       879       406       876       406       851       370       905       432 PARcau 0.668164 2.215021e-02 0.309685
    94   0        877        401  3.162  11.180  17.0 80.538      875      395      880      407      5     12       874       395       877       394       879       405       876       406       850       370       905       432 PARcau 0.936570 3.224074e-03 0.060205
    95   0        877        399  3.640   9.124  19.0 78.690      875      395      880      405      5     10       874       395       878       394       879       403       876       404       850       370       905       430 PARcau 0.846844 5.954830e-03 0.147201
    96   0        877        398  3.000  10.000  16.5 90.000      876      394      880      405      4     11       876       394       879       394       879       404       876       404       851       369       905       430 PARcau 0.528506 6.644969e-03 0.464849
    97   0        868        368  4.000   7.000  21.5 90.000      866      365      871      373      5      8       866       365       870       365       870       372       866       372       841       340       896       398 PARcau 0.998961 1.194991e-07 0.001039
    98   0        867        368  4.472   8.944  22.5 63.435      865      364      871      373      6      9       868       363       872       371       868       373       864       365       840       339       896       398 PARcau 0.983661 6.971632e-05 0.016270
   103   0        866        364  5.590  10.735  35.0 63.435      863      360      871      371      8     11       866       358       871       368       866       370       861       361       838       335       896       396 PARcau 0.986731 4.963854e-06 0.013264
   104   0        865        363  5.657   9.220  29.0 45.000      863      359      870      370      7     11       865       358       871       365       867       369       861       362       838       334       895       395 PARcau 0.940124 1.887020e-05 0.059857
   105   0        865        362  4.472   8.944  25.0 63.435      863      358      870      368      7     10       865       357       869       365       865       367       861       359       838       333       895       393 PARcau 0.911375 1.254898e-05 0.088613
   135   1        431        750  3.606   8.602  16.0 53.130      428      747      436      755      8      8       430       746       435       753       432       755       427       748       403       722       461       780 PARcau 0.999838 5.344032e-09 0.000162
   142   1        428        744  4.000  10.000  24.5  0.000      427      740      432      751      5     11       427       740       431       740       431       750       427       750       402       715       457       776 PARcau 0.999821 4.207648e-09 0.000179
   143   1        428        744  4.000   9.000  23.0  0.000      427      740      432      750      5     10       427       740       431       740       431       749       427       749       402       715       457       775 PARcau 0.998578 1.419186e-05 0.001408
   144   1        428        744  4.000   9.000  19.0  0.000      427      740      432      750      5     10       427       740       431       740       431       749       427       749       402       715       457       775 PARcau 0.999962 1.883321e-10 0.000038
